aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe,aluminium_high,ammonia_high,arsenic_high,barium_high,cadmium_high,chloramine_high,chromium_high,copper_high,bacteria_high,viruses_high,lead_high,nitrates_high,nitrites_high,mercury_high,perchlorate_high,radium_high,selenium_high,silver_high,uranium_high,danger_count,nitrate_nitrite_ratio,copper_lead_ratio,bacteria_viruses,arsenic_mercury
2.99,24.34,0.63,1.4,0.06,2.74,0.88,0.13,0.06,0.0,0.58,0.035,2.91,1.16,0.007,18.24,1.63,0.01,0.01,0.06,0.0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,8,2.5086206896551726,3.714285714285714,0.0,0.00441
0.54,28.08,0.27,1.01,0.11,2.22,0.65,0.62,0.44,0.0,0.002,0.136,12.4,1.34,0.004,33.81,2.12,0.09,0.37,0.02,0.0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,9,9.253731343283581,4.5588235294117645,0.0,0.00108
4.15,18.13,0.06,0.88,0.06,8.02,0.83,1.33,1.07,0.0,0.004,0.099,9.3,1.88,0.009,30.07,3.51,0.09,0.25,0.09,0.0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,11,4.946808510638299,13.434343434343434,0.0,0.0005399999999999999
2.87,7.1,1.03,4.09,0.1,5.09,0.38,0.86,1.3,0.0,0.89,0.02,10.36,1.62,0.004,56.25,7.67,0.05,0.5,0.06,0.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,14,6.395061728395061,43.0,0.0,0.00412
2.79,16.73,0.25,4.39,0.03,4.96,0.41,0.66,0.4,0.0,0.003,0.144,7.6,1.94,0.01,23.68,2.73,0.09,0.45,0.04,0.0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,10,3.917525773195876,4.583333333333334,0.0,0.0025
4.24,8.71,0.16,3.05,0.09,3.0,0.76,1.89,0.95,0.0,0.003,0.178,16.22,1.89,0.004,41.37,0.91,0.02,0.11,0.06,0.0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,12,8.582010582010582,10.617977528089888,0.0,0.00064
4.73,11.75,0.13,2.45,0.0,5.76,0.77,1.02,1.34,0.0,0.62,0.062,17.9,2.16,0.006,31.6,4.53,0.02,0.29,0.06,0.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,11,8.287037037037036,16.451612903225808,0.0,0.0007800000000000001
2.31,4.64,0.97,4.42,0.04,0.21,0.65,1.47,0.21,0.0,0.005,0.106,3.32,1.4,0.001,47.9,0.06,0.06,0.04,0.05,0.0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,8,2.3714285714285714,13.867924528301886,0.0,0.0009699999999999999
1.25,21.3,0.14,1.61,0.04,6.68,0.82,1.97,0.85,0.0,0.56,0.096,18.98,1.56,0.003,14.19,6.2,0.02,0.21,0.03,0.0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,12,12.166666666666666,20.520833333333332,0.0,0.00042000000000000007
3.1,5.61,0.56,1.74,0.02,4.27,0.01,0.85,0.24,0.0,0.001,0.021,12.41,1.63,0.004,13.12,0.18,0.02,0.18,0.05,0.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,10,7.613496932515338,40.476190476190474,0.0,0.0022400000000000002
0.83,25.84,0.5,1.36,0.11,2.1,0.54,0.53,0.05,0.0,0.002,0.018,11.56,1.98,0.005,45.81,4.62,0.05,0.12,0.05,0.0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,9,5.838383838383839,29.444444444444446,0.0,0.0025
1.61,22.15,0.08,3.86,0.08,6.41,0.54,0.81,1.25,0.0,0.002,0.156,8.41,1.62,0.007,41.91,2.19,0.09,0.37,0.04,0.0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,10,5.1913580246913575,5.1923076923076925,0.0,0.0005600000000000001
3.41,22.45,0.32,4.5,0.05,3.75,0.17,0.79,0.34,0.0,0.001,0.08,1.52,1.31,0.009,53.77,4.78,0.03,0.1,0.01,1.0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,9,1.1603053435114503,9.875,0.0,0.0028799999999999997
3.17,19.21,0.22,0.51,0.01,7.9,0.43,1.84,0.75,0.0,0.92,0.142,7.71,1.39,0.004,13.54,5.84,0.02,0.38,0.09,0.0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,12,5.546762589928058,12.957746478873242,0.0,0.00088
3.72,9.82,0.58,3.4,0.03,6.2,0.1,1.09,0.37,0.0,0.53,0.075,16.11,1.22,0.009,28.0,5.69,0.05,0.38,0.09,0.0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,12,13.204918032786885,14.533333333333335,0.0,0.005219999999999999
2.99,11.76,0.64,2.71,0.01,2.36,0.57,1.81,0.38,0.0,0.006,0.083,7.72,1.67,0.007,12.99,6.11,0.05,0.24,0.0,0.0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,12,4.6227544910179645,21.80722891566265,0.0,0.0044800000000000005
0.98,11.53,0.11,1.72,0.09,1.52,0.77,0.27,1.45,0.0,0.84,0.14,4.73,1.63,0.0,27.61,3.92,0.04,0.03,0.05,0.0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,6,2.9018404907975466,1.9285714285714286,0.0,0.0
3.64,13.71,0.99,1.11,0.03,4.97,0.24,0.69,0.45,0.0,0.005,0.049,8.36,2.12,0.0,18.71,0.41,0.09,0.39,0.04,0.0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,9,3.9433962264150937,14.081632653061224,0.0,0.0
3.51,4.87,0.68,1.7,0.09,4.15,0.49,0.41,1.22,0.0,0.006,0.101,17.56,1.52,0.001,33.1,5.73,0.07,0.18,0.05,0.0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,11,11.552631578947368,4.059405940594059,0.0,0.00068
4.86,16.04,0.78,0.81,0.1,4.17,0.64,1.02,0.03,0.0,0.73,0.138,15.8,2.53,0.002,31.19,6.32,0.03,0.04,0.07,0.0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,10,6.24505928853755,7.391304347826086,0.0,0.0015600000000000002
2.84,9.44,0.43,2.42,0.04,7.08,0.56,1.15,0.77,0.0,0.77,0.019,8.91,2.3,0.0,52.98,1.95,0.03,0.32,0.0,0.0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,10,3.8739130434782614,60.52631578947368,0.0,0.0
3.54,23.93,0.3,3.41,0.08,0.33,0.74,1.63,1.35,0.0,0.69,0.02,1.23,1.82,0.009,3.52,3.66,0.06,0.26,0.05,0.0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,11,0.6758241758241758,81.5,0.0,0.0026999999999999997
1.82,20.36,0.45,4.56,0.01,7.3,0.49,1.16,0.4,0.0,0.002,0.09,6.34,2.35,0.01,33.08,5.83,0.1,0.24,0.04,0.0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,11,2.6978723404255316,12.88888888888889,0.0,0.0045000000000000005
2.75,14.03,0.98,3.95,0.13,1.43,0.48,0.18,0.74,0.0,0.005,0.112,18.39,2.0,0.008,39.43,4.51,0.06,0.05,0.02,1.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,9,9.195,1.607142857142857,0.0,0.00784
4.4,23.78,0.24,4.36,0.12,3.58,0.84,1.0,1.38,0.0,0.68,0.198,16.48,1.37,0.008,36.77,4.54,0.06,0.09,0.07,0.0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,10,12.02919708029197,5.05050505050505,0.0,0.00192
4.58,23.24,0.64,3.51,0.12,3.09,0.46,0.4,0.88,0.0,0.59,0.118,6.61,1.88,0.003,36.06,1.75,0.02,0.23,0.06,0.0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,10,3.515957446808511,3.3898305084745766,0.0,0.00192
0.44,1.24,0.92,2.86,0.02,4.14,0.15,1.43,0.68,0.0,0.005,0.108,16.87,1.69,0.001,13.27,2.6,0.04,0.2,0.01,0.0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,11,9.98224852071006,13.24074074074074,0.0,0.00092
1.12,7.16,0.39,0.28,0.1,6.3,0.49,0.1,0.86,0.0,0.003,0.007,15.73,1.86,0.001,2.86,6.28,0.05,0.1,0.05,0.0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,8,8.456989247311828,14.285714285714286,0.0,0.00039000000000000005
0.67,28.79,0.12,2.81,0.02,7.18,0.06,0.66,0.03,0.0,0.62,0.024,2.02,1.77,0.01,7.73,5.82,0.02,0.17,0.03,0.0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,10,1.1412429378531073,27.5,0.0,0.0012
4.69,6.44,0.78,3.92,0.08,0.3,0.57,0.06,0.36,0.0,0.004,0.02,3.77,1.21,0.006,33.27,2.82,0.05,0.15,0.06,0.0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,10,3.115702479338843,3.0,0.0,0.00468
1.14,17.45,0.35,1.32,0.04,1.45,0.38,0.41,0.72,0.0,0.007,0.02,1.27,1.55,0.01,45.06,2.97,0.06,0.1,0.02,1.0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,7,0.8193548387096774,20.5,0.0,0.0034999999999999996
2.55,16.22,0.63,1.75,0.1,0.98,0.36,0.25,0.11,0.0,0.71,0.09,2.01,1.92,0.004,27.79,4.01,0.06,0.23,0.03,0.0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,8,1.046875,2.7777777777777777,0.0,0.00252
4.01,21.89,0.8,2.34,0.12,7.76,0.3,0.43,0.9,0.0,0.79,0.199,2.11,1.84,0.001,47.81,7.79,0.09,0.1,0.03,0.0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,10,1.1467391304347825,2.1608040201005023,0.0,0.0008
0.19,23.61,0.68,1.68,0.04,1.49,0.49,0.09,1.47,0.0,0.0,0.065,18.39,1.48,0.009,14.84,3.87,0.04,0.37,0.06,0.0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,8,12.425675675675675,1.3846153846153846,0.0,0.00612
3.54,17.18,0.41,4.03,0.01,4.03,0.14,0.39,0.1,0.0,0.002,0.033,17.19,1.79,0.008,41.7,3.01,0.06,0.18,0.04,0.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,12,9.603351955307263,11.818181818181818,0.0,0.00328
0.48,28.36,0.05,3.33,0.08,6.77,0.17,0.75,1.29,0.0,0.001,0.134,12.77,1.17,0.005,50.95,3.39,0.08,0.4,0.05,0.0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,11,10.914529914529915,5.597014925373134,0.0,0.00025
3.51,4.68,0.63,2.7,0.1,2.25,0.46,1.83,0.79,0.0,0.7,0.122,1.59,1.76,0.01,32.12,2.0,0.09,0.28,0.0,0.0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,11,0.9034090909090909,15.000000000000002,0.0,0.0063
2.94,26.76,0.38,0.81,0.01,2.75,0.62,0.28,1.11,0.0,0.008,0.052,1.03,1.64,0.008,1.28,4.54,0.06,0.48,0.02,0.0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,9,0.6280487804878049,5.384615384615385,0.0,0.00304
0.32,11.52,0.72,2.16,0.11,6.4,0.32,1.63,0.75,0.0,0.95,0.162,14.67,1.32,0.001,46.4,0.05,0.06,0.02,0.05,0.0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,10,11.113636363636363,10.061728395061728,0.0,0.0007199999999999999
2.22,28.82,0.73,1.57,0.06,6.66,0.35,1.02,1.24,0.0,0.001,0.197,10.95,1.79,0.002,36.53,7.37,0.08,0.36,0.09,0.0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,10,6.117318435754189,5.177664974619289,0.0,0.00146
0.95,10.26,0.97,3.18,0.13,5.11,0.17,1.29,1.01,0.0,0.006,0.013,14.54,1.48,0.002,29.93,0.49,0.09,0.07,0.09,0.0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,8,9.824324324324325,99.23076923076924,0.0,0.0019399999999999999
0.88,7.6,0.47,1.05,0.02,7.06,0.05,0.87,1.39,0.0,0.001,0.02,11.05,1.93,0.003,30.44,6.98,0.08,0.24,0.07,0.0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,10,5.72538860103627,43.5,0.0,0.00141
0.77,9.37,0.76,4.37,0.09,3.49,0.07,0.86,1.29,0.0,0.005,0.016,12.11,1.78,0.008,40.38,6.62,0.01,0.43,0.04,0.0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,10,6.803370786516854,53.75,0.0,0.00608
3.17,18.02,0.05,4.46,0.08,2.1,0.07,0.66,0.04,0.0,0.002,0.028,8.35,1.25,0.002,32.49,1.16,0.0,0.35,0.02,0.0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,8,6.68,23.571428571428573,0.0,0.0001
4.03,11.04,0.07,0.98,0.06,7.4,0.07,1.13,0.24,0.0,0.59,0.051,5.82,1.5,0.004,8.76,5.22,0.0,0.21,0.08,0.0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,10,3.8800000000000003,22.15686274509804,0.0,0.00028000000000000003
4.44,29.44,0.49,2.7,0.03,5.07,0.62,0.1,0.72,0.0,0.008,0.011,14.98,1.29,0.007,41.5,6.29,0.1,0.29,0.06,0.0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,12,11.612403100775193,9.090909090909092,0.0,0.00343
1.14,1.97,0.31,3.45,0.1,3.44,0.25,0.39,0.76,0.0,0.004,0.082,15.67,1.92,0.01,3.35,2.82,0.02,0.45,0.01,0.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,10,8.161458333333334,4.7560975609756095,0.0,0.0031
4.49,28.83,0.36,3.42,0.03,5.84,0.37,1.38,0.63,0.0,0.97,0.017,3.83,1.62,0.004,53.19,0.0,0.04,0.35,0.06,0.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,12,2.3641975308641974,81.17647058823528,0.0,0.0014399999999999999
4.61,26.12,0.91,3.3,0.12,7.01,0.63,1.65,0.5,0.0,0.006,0.18,4.47,1.59,0.001,56.09,4.28,0.08,0.03,0.07,0.0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,11,2.8113207547169807,9.166666666666666,0.0,0.00091
3.11,27.84,0.14,2.95,0.06,6.69,0.58,0.74,0.84,0.0,0.004,0.043,2.4,1.8,0.007,42.57,7.04,0.09,0.13,0.09,0.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,12,1.3333333333333333,17.209302325581397,0.0,0.0009800000000000002
0.83,6.48,0.8,3.99,0.09,1.82,0.53,1.05,1.26,0.0,0.003,0.079,9.39,1.97,0.004,15.22,1.67,0.01,0.12,0.09,0.0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,9,4.766497461928934,13.291139240506329,0.0,0.0032
2.11,13.45,0.83,3.49,0.1,3.24,0.32,0.04,0.55,0.0,0.58,0.127,1.93,1.9,0.004,57.08,6.52,0.03,0.47,0.01,0.0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,11,1.0157894736842106,0.31496062992125984,0.0,0.00332
2.97,12.39,0.55,3.31,0.1,2.35,0.21,1.97,1.36,0.0,0.001,0.06,15.45,1.41,0.004,46.91,0.87,0.03,0.27,0.05,0.0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,12,10.957446808510639,32.833333333333336,0.0,0.0022
1.0,5.66,0.47,4.72,0.1,1.88,0.47,1.15,0.25,0.0,0.003,0.135,3.19,2.11,0.01,41.31,0.94,0.09,0.45,0.02,0.0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,9,1.5118483412322274,8.518518518518517,0.0,0.0047
0.23,27.29,0.51,3.86,0.12,3.12,0.47,0.54,0.79,0.0,0.89,0.07,15.17,2.11,0.005,6.4,0.97,0.06,0.4,0.08,0.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,10,7.18957345971564,7.714285714285714,0.0,0.00255
2.29,1.78,0.68,2.51,0.02,7.73,0.4,1.9,1.18,0.0,0.007,0.112,16.46,1.82,0.003,40.71,6.82,0.05,0.26,0.05,0.0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,13,9.043956043956044,16.96428571428571,0.0,0.00204
4.05,5.55,0.35,4.34,0.1,0.94,0.47,1.32,0.65,0.0,0.95,0.148,10.03,1.28,0.0,25.28,0.88,0.0,0.29,0.09,0.0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,11,7.835937499999999,8.91891891891892,0.0,0.0
0.44,12.59,0.42,4.11,0.03,7.54,0.65,1.78,0.01,0.0,0.75,0.153,5.0,2.17,0.004,50.05,2.86,0.01,0.23,0.07,0.0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,11,2.3041474654377883,11.633986928104575,0.0,0.00168
3.23,19.49,0.25,1.54,0.01,6.54,0.31,1.91,0.96,0.0,0.002,0.132,17.01,1.2,0.01,45.0,5.19,0.02,0.0,0.02,0.0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,12,14.175000000000002,14.469696969696969,0.0,0.0025
2.66,23.08,0.03,2.43,0.09,0.82,0.8,1.39,0.66,0.0,0.7,0.126,8.64,1.22,0.003,9.58,0.72,0.0,0.33,0.0,0.0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,10,7.081967213114755,11.031746031746032,0.0,8.999999999999999e-05
2.38,4.47,0.67,3.18,0.11,7.06,0.89,0.24,0.83,0.0,0.8,0.194,8.49,1.7,0.006,4.4,0.54,0.1,0.13,0.05,0.0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,10,4.9941176470588236,1.2371134020618555,0.0,0.00402
2.59,26.93,0.99,1.95,0.12,4.89,0.18,1.93,0.78,0.0,0.55,0.17,18.42,2.01,0.003,16.4,4.82,0.04,0.15,0.01,0.0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,11,9.164179104477613,11.352941176470587,0.0,0.00297
1.98,26.55,0.67,1.3,0.07,5.08,0.67,1.99,0.08,0.0,0.008,0.172,16.94,2.01,0.001,46.97,0.01,0.08,0.02,0.02,1.0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9,8.427860696517415,11.569767441860465,0.0,0.00067
4.57,23.64,0.74,1.52,0.02,1.93,0.17,0.85,0.14,0.0,0.006,0.183,14.31,1.37,0.01,30.24,7.74,0.03,0.03,0.02,0.0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,10,10.445255474452555,4.644808743169399,0.0,0.0074
3.96,2.71,0.84,2.89,0.12,4.57,0.18,1.06,1.08,0.0,0.001,0.189,6.67,1.85,0.007,25.81,0.86,0.1,0.41,0.0,0.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,11,3.605405405405405,5.608465608465608,0.0,0.00588
4.63,26.11,0.87,1.07,0.1,6.96,0.51,0.26,0.82,0.0,0.74,0.197,17.67,1.38,0.003,43.35,1.51,0.1,0.16,0.07,0.0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,11,12.804347826086959,1.3197969543147208,0.0,0.00261
3.14,6.21,1.03,3.28,0.09,5.8,0.01,0.98,0.33,0.0,0.007,0.062,5.82,1.5,0.004,35.82,0.06,0.03,0.36,0.03,0.0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,10,3.8800000000000003,15.806451612903226,0.0,0.00412
3.1,19.15,0.74,4.09,0.09,5.02,0.64,0.05,0.4,0.0,0.74,0.012,13.42,2.01,0.0,51.6,5.77,0.06,0.46,0.0,0.0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,11,6.676616915422886,4.166666666666667,0.0,0.0
4.58,0.17,0.45,1.68,0.12,6.58,0.11,1.41,1.08,0.0,0.002,0.15,0.69,1.93,0.003,7.34,6.69,0.04,0.06,0.04,0.0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,11,0.35751295336787564,9.4,0.0,0.00135
4.76,26.3,0.61,3.94,0.08,1.66,0.82,1.42,1.29,0.0,0.002,0.01,2.36,1.64,0.004,11.06,2.54,0.08,0.44,0.07,0.0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,10,1.4390243902439024,142.0,0.0,0.00244
1.86,20.35,0.91,0.71,0.02,4.46,0.69,1.71,1.35,0.0,0.85,0.1,13.13,1.4,0.005,10.27,3.63,0.01,0.48,0.09,0.0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,11,9.37857142857143,17.099999999999998,0.0,0.00455
4.67,24.82,0.04,1.45,0.12,3.81,0.4,0.13,1.42,0.0,0.006,0.182,10.69,1.43,0.005,5.94,4.73,0.0,0.26,0.05,0.0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,10,7.475524475524476,0.7142857142857143,0.0,0.0002
4.23,13.9,0.65,0.87,0.11,2.38,0.29,0.99,0.31,0.0,0.007,0.19,10.79,1.93,0.003,35.04,3.41,0.04,0.09,0.04,0.0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,9,5.590673575129533,5.2105263157894735,0.0,0.0019500000000000001
1.17,8.28,0.87,2.56,0.09,7.65,0.3,1.71,0.03,0.0,0.6,0.193,10.84,1.97,0.003,49.32,1.75,0.01,0.04,0.04,0.0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,11,5.50253807106599,8.860103626943005,0.0,0.00261
0.24,28.45,0.24,4.09,0.1,6.51,0.88,1.23,1.48,0.0,0.57,0.106,7.02,1.09,0.005,17.77,7.71,0.09,0.09,0.04,0.0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,10,6.440366972477063,11.60377358490566,0.0,0.0012
0.19,2.5,0.62,2.56,0.01,5.22,0.66,0.86,0.11,0.0,0.85,0.101,6.6,1.21,0.008,43.27,5.59,0.04,0.45,0.06,0.0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,11,5.454545454545454,8.514851485148514,0.0,0.00496
3.06,1.84,0.35,1.16,0.06,4.83,0.04,0.65,0.2,0.0,0.005,0.013,17.09,1.92,0.003,24.79,3.1,0.01,0.01,0.01,1.0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,8,8.901041666666666,50.00000000000001,0.0,0.00105
2.21,28.7,0.49,3.59,0.03,6.55,0.1,1.86,1.05,0.0,0.58,0.006,6.45,1.53,0.003,43.02,6.14,0.04,0.19,0.01,0.0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,10,4.215686274509804,310.0,0.0,0.00147
3.44,15.84,0.94,2.89,0.09,2.57,0.51,0.63,1.03,0.0,0.004,0.031,9.93,1.79,0.003,42.66,5.86,0.05,0.07,0.08,0.0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,10,5.547486033519553,20.322580645161292,0.0,0.00282
1.06,3.48,0.82,3.09,0.01,8.08,0.26,0.49,1.38,0.0,0.009,0.115,18.53,2.01,0.005,32.15,1.9,0.08,0.05,0.08,0.0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,10,9.218905472636818,4.260869565217391,0.0,0.0040999999999999995
3.56,16.35,0.99,3.68,0.04,4.16,0.36,0.31,0.74,0.0,0.55,0.093,8.02,1.87,0.009,40.43,7.43,0.09,0.09,0.05,0.0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,11,4.288770053475935,3.3333333333333335,0.0,0.00891
2.25,23.05,0.49,3.86,0.08,4.96,0.35,0.72,0.09,0.0,0.003,0.166,17.28,1.05,0.009,39.69,4.61,0.01,0.05,0.09,0.0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,10,16.45714285714286,4.337349397590361,0.0,0.00441
1.45,11.89,0.72,4.18,0.11,1.18,0.65,0.13,1.04,0.0,0.001,0.157,12.12,1.61,0.002,6.27,0.94,0.09,0.08,0.0,0.0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,8,7.527950310559005,0.8280254777070064,0.0,0.0014399999999999999
1.82,21.05,0.88,3.34,0.11,2.7,0.1,1.48,0.95,0.0,0.91,0.073,18.45,1.99,0.006,53.91,3.69,0.04,0.37,0.0,0.0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,10,9.271356783919598,20.273972602739725,0.0,0.00528
1.13,27.76,0.06,4.03,0.11,5.9,0.26,0.47,1.02,0.0,0.0,0.02,19.76,1.87,0.007,44.72,2.13,0.07,0.28,0.08,0.0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,10,10.566844919786096,23.499999999999996,0.0,0.00042
2.04,7.45,0.79,2.24,0.02,2.14,0.35,0.04,1.3,0.0,0.007,0.11,1.22,1.09,0.008,0.88,3.11,0.07,0.13,0.04,0.0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,9,1.1192660550458715,0.36363636363636365,0.0,0.00632
0.89,22.2,0.8,4.64,0.12,1.94,0.33,1.66,1.08,0.0,0.001,0.017,14.73,1.59,0.001,39.53,2.74,0.03,0.14,0.08,0.0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,10,9.264150943396226,97.6470588235294,0.0,0.0008
1.58,22.24,0.29,1.09,0.07,6.51,0.55,0.68,1.2,0.0,0.006,0.155,15.23,1.91,0.009,7.1,7.81,0.05,0.06,0.0,0.0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,10,7.973821989528797,4.387096774193549,0.0,0.0026099999999999995
2.19,18.0,0.49,0.74,0.05,5.25,0.3,1.95,0.99,0.0,0.009,0.156,19.6,1.3,0.006,1.15,7.6,0.01,0.12,0.02,0.0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,12,15.076923076923077,12.5,0.0,0.00294
3.98,27.2,0.23,1.2,0.03,8.13,0.83,1.63,0.67,0.0,0.008,0.143,6.44,1.32,0.008,10.37,4.45,0.02,0.17,0.03,0.0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,11,4.878787878787879,11.398601398601398,0.0,0.00184
4.78,12.14,0.92,1.49,0.02,3.38,0.37,1.33,1.08,0.0,0.005,0.093,4.82,2.12,0.001,50.47,6.81,0.02,0.31,0.01,0.0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,10,2.2735849056603774,14.301075268817206,0.0,0.00092
